date,last_known_close,actual_close,pred_close,abs_error,pct_error,correct_direction,within_tol
2025-11-07,243.0399932861328,244.41000366210938,250.71963803460366,6.309634372494287,0.0258157779057898,1,0
2025-11-10,250.71963803460366,248.39999389648438,251.28412400785766,2.884130111373281,0.011610830041224492,0,1
2025-11-11,251.28412400785766,249.10000610351562,248.48368697642996,0.6163191270856601,0.0024741835085686165,1,1
2025-11-12,248.48368697642996,244.1999969482422,248.22714828416983,4.027151335927641,0.0164912014179148,1,1
2025-11-13,248.22714828416983,237.5800018310547,247.9596128954832,10.379611064428502,0.04368890893354542,1,0
2025-11-14,247.9596128954832,234.69000244140625,250.0263644832023,15.336362041796036,0.06534731723659588,0,0
2025-11-17,250.0263644832023,232.8699951171875,249.2846567341931,16.414661617005606,0.07048852132600954,1,0
2025-11-18,249.2846567341931,222.5500030517578,248.37550850432243,25.825505452564613,0.1160436086202095,1,0
2025-11-19,248.37550850432243,222.69000244140625,248.63169653799974,25.941694096593494,0.11649240564097268,0,0
2025-11-20,248.63169653799974,217.13999938964844,248.93450772469495,31.794508335046515,0.1464240049019832,0,0
2025-11-21,248.93450772469495,220.69000244140625,249.2303868558401,28.540384414433845,0.12932341337941392,0,0
2025-11-24,249.2303868558401,226.27999877929688,248.80569795590645,22.525699176609578,0.09954790214834724,1,0
2025-11-25,248.80569795590645,229.6699981689453,248.68314633286153,19.013148163916213,0.08278464020333268,1,0
2025-11-26,248.68314633286153,229.16000366210938,248.90611135785647,19.7461076957471,0.0861673388907003,0,0
2025-11-28,248.90611135785647,233.22000122070312,249.0007096047835,15.780708384080384,0.06766447260733278,0,0
2025-12-01,249.0007096047835,233.8800048828125,248.97567826364786,15.095673380835365,0.06454452311303473,1,0
2025-12-02,248.97567826364786,234.4199981689453,248.8699184833233,14.449920314377977,0.06164115872044326,1,0
2025-12-03,248.8699184833233,232.3800048828125,248.92297791380852,16.542973030996023,0.07118931355276682,0,0
2025-12-04,248.92297791380852,229.11000061035156,249.01629495188527,19.90629434153371,0.0868853139911096,0,0
2025-12-05,249.01629495188527,229.52999877929688,249.02241219639504,19.492413417098163,0.08492316264002149,0,0
2025-12-08,249.02241219639504,226.88999938964844,249.0063229871056,22.116323597457153,0.097475973630181,1,0
2025-12-09,249.0063229871056,227.9199981689453,249.0133599980415,21.09336182909618,0.09254721831587925,0,0
2025-12-10,249.0133599980415,231.77999877929688,249.06125983059167,17.28126105129479,0.0745588969812282,0,0
2025-12-11,249.06125983059167,230.27999877929688,249.09343580673638,18.813437027439505,0.08169809417738677,0,0
2025-12-12,249.09343580673638,226.19000244140625,249.09778917319258,22.90778673178633,0.10127674293526971,0,0
