date,last_known_close,actual_close,pred_close,abs_error,pct_error,correct_direction,within_tol
2025-10-31,222.86000061035156,244.22000122070312,225.96652778719002,18.253473433513108,0.07474192671474655,1,0
2025-11-03,244.22000122070312,254.0,236.58923918253416,17.410760817465842,0.06854630243096789,0,0
2025-11-04,254.0,249.32000732421875,241.51797397967647,7.802033344542281,0.031293250101651175,1,0
2025-11-05,249.32000732421875,250.1999969482422,242.66107399379518,7.538922954447003,0.030131586916072376,0,0
2025-11-06,250.1999969482422,243.0399932861328,247.1728258957093,4.1328326095764965,0.017004742938380852,1,1
2025-11-07,243.0399932861328,244.41000366210938,250.42318133795527,6.0131776758458955,0.02460282961314039,1,0
2025-11-10,244.41000366210938,248.39999389648438,248.02122049814164,0.37877339834273016,0.001524852687800694,1,1
2025-11-11,248.39999389648438,249.10000610351562,246.3613099419755,2.7386961615401333,0.010994364088461904,0,1
2025-11-12,249.10000610351562,244.1999969482422,246.76339224782643,2.5633952995842435,0.010497114380093752,1,1
2025-11-13,244.1999969482422,237.5800018310547,244.08695072939514,6.506948898340454,0.027388453776373,1,0
2025-11-14,237.5800018310547,234.69000244140625,242.87030442536334,8.180301983957094,0.0348557752731688,0,0
2025-11-17,234.69000244140625,232.8699951171875,240.72223914226524,7.852244025077738,0.03371943225715379,0,0
2025-11-18,232.8699951171875,222.5500030517578,236.92314909151102,14.373146039753209,0.06458389504677063,0,0
2025-11-19,222.5500030517578,222.69000244140625,228.98376172850558,6.293759287099334,0.028262424078760947,1,0
2025-11-20,222.69000244140625,217.13999938964844,226.69942534028894,9.559425950640502,0.04402425153131976,0,0
2025-11-21,217.13999938964844,220.69000244140625,222.0261169528147,1.3361145114084536,0.006054259353063333,1,1
2025-11-24,220.69000244140625,226.27999877929688,221.41659320923702,4.863405570059854,0.021492865460032977,1,0
2025-11-25,226.27999877929688,229.6699981689453,221.55812898431617,8.111869184629143,0.03531967278835457,0,0
2025-11-26,229.6699981689453,229.16000366210938,224.96761083315963,4.19239282894975,0.01829460971353154,1,1
2025-11-28,229.16000366210938,233.22000122070312,225.6519658405212,7.568035380181925,0.0324501986989532,0,0
2025-12-01,233.22000122070312,233.8800048828125,231.10079785282178,2.7792070299907152,0.011883046741782222,0,1
2025-12-02,233.8800048828125,234.4199981689453,232.74966537311644,1.6703327958288696,0.00712538524390342,0,1
2025-12-03,234.4199981689453,232.3800048828125,233.42923633664978,1.0492314538372796,0.004515153764483305,1,1
2025-12-04,232.3800048828125,229.11000061035156,232.72861134631896,3.618610735967394,0.01579420682784416,0,1
2025-12-05,229.11000061035156,229.52999877929688,232.10044308596326,2.5704443066663885,0.011198729230761609,1,1
2025-12-08,229.52999877929688,226.88999938964844,231.2166255818797,4.326626192231259,0.019069267944247067,0,1
2025-12-09,226.88999938964844,227.9199981689453,228.9200750930192,1.0000769240738805,0.004387841927466914,1,1
2025-12-10,227.9199981689453,231.77999877929688,228.15678709570332,3.623211683593553,0.015632115379565645,1,1
2025-12-11,231.77999877929688,230.27999877929688,229.3310918498621,0.9489069294347701,0.004120665860973075,1,1
2025-12-12,230.27999877929688,226.19000244140625,229.19363696518283,3.003634523776583,0.013279254128637556,1,1
