date,last_known_close,actual_close,pred_close,abs_error,pct_error,correct_direction,within_tol
2025-08-14,339.3800048828125,335.5799865722656,336.7628403114337,1.1828537391680811,0.003524804179325989,1,1
2025-08-15,336.7628403114337,330.55999755859375,338.18472530639326,7.624727747799511,0.023066093308667764,0,0
2025-08-18,338.18472530639326,335.1600036621094,339.343663225579,4.183659563469632,0.012482574047490992,0,1
2025-08-19,339.343663225579,329.30999755859375,337.49232501092604,8.182327452332288,0.024846884434100474,1,0
2025-08-20,337.49232501092604,323.8999938964844,335.369482764061,11.469488867576615,0.03541058685923336,1,0
2025-08-21,335.369482764061,320.1099853515625,334.3670061518998,14.257020800337273,0.044537882142849816,1,0
2025-08-22,334.3670061518998,340.010009765625,334.47720087614175,5.532808889483249,0.01627248825202856,1,1
2025-08-25,334.47720087614175,346.6000061035156,333.70291955080995,12.897086552705673,0.03721028945641111,0,0
2025-08-26,333.70291955080995,351.6700134277344,331.96960086232104,19.70041256541333,0.056019597387314976,0,0
2025-08-27,331.96960086232104,349.6000061035156,330.68090318434247,18.919102919173156,0.054116426169544346,0,0
2025-08-28,330.68090318434247,345.9800109863281,330.0276816655737,15.952329320754416,0.0461076617555943,0,0
2025-08-29,330.0276816655737,333.8699951171875,329.3814968945868,4.488498222600697,0.013443850265805544,0,1
2025-09-02,329.3814968945868,329.3599853515625,328.2029557651398,1.1570295864227091,0.003512963437825281,1,1
2025-09-03,328.2029557651398,334.0899963378906,326.8991677971661,7.19082854072451,0.02152362722483878,0,0
2025-09-04,326.8991677971661,338.5299987792969,325.95441804700977,12.575580732287108,0.037147611076221644,0,0
2025-09-05,325.95441804700977,350.8399963378906,325.17183225091867,25.668164086971956,0.07316202358596309,0,0
2025-09-08,325.17183225091867,346.3999938964844,324.2181212788904,22.181872617593967,0.06403543016291921,0,0
2025-09-09,324.2181212788904,346.9700012207031,323.08799741110454,23.882003809598586,0.0688301689643986,0,0
2025-09-10,323.08799741110454,347.7900085449219,322.04453792818947,25.745470616732405,0.0740259063923253,0,0
2025-09-11,322.04453792818947,368.80999755859375,321.1639002731712,47.64609728542257,0.12918873566558595,0,0
2025-09-12,321.1639002731712,395.94000244140625,320.270963270274,75.66903917113223,0.1911123874944417,0,0
2025-09-15,320.270963270274,410.0400085449219,319.2760773393245,90.76393120559737,0.2213538418548095,0,0
2025-09-16,319.2760773393245,421.6199951171875,318.26754488490826,103.35245023227924,0.24513175710168314,0,0
2025-09-17,318.26754488490826,425.8599853515625,317.3405497333173,108.51943561824521,0.254824213006673,0,0
2025-09-18,317.3405497333173,416.8500061035156,316.45830552172515,100.39170058179047,0.24083411085967546,0,0
2025-09-19,316.45830552172515,426.07000732421875,315.54029241012597,110.52971491409278,0.259416793048249,0,0
2025-09-22,315.54029241012597,434.2099914550781,314.59305651381953,119.61693494125859,0.2754817652638787,0,0
2025-09-23,314.59305651381953,425.8500061035156,313.6732033600056,112.17680274351005,0.2634185772824484,0,0
2025-09-24,313.6732033600056,442.7900085449219,312.7940431510842,129.99596539383765,0.29358378212061514,0,0
2025-09-25,312.7940431510842,423.3900146484375,311.9180643468733,111.47195030156422,0.26328431574874317,0,0
