date,last_known_close,actual_close,pred_close,abs_error,pct_error,correct_direction,within_tol
2025-09-26,311.9180643468733,440.3999938964844,311.0249064315665,129.3750874649179,0.2937672326474359,0,0
2025-09-29,311.0249064315665,443.2099914550781,310.13606646889605,133.07392498618208,0.3002502821502161,0,0
2025-09-30,310.13606646889605,444.7200012207031,309.27174674358355,135.44825447711958,0.30456973849912383,0,0
2025-10-01,309.27174674358355,459.4599914550781,308.42270093628315,151.03729051879498,0.3287278399158767,0,0
2025-10-02,308.42270093628315,436.0,307.5714199254669,128.4285800745331,0.29456096347369976,0,0
2025-10-03,307.5714199254669,429.8299865722656,306.7195956108686,123.110390961397,0.2864164781595547,0,0
2025-10-06,306.7195956108686,453.25,305.88025178840394,147.36974821159606,0.32514009533722243,0,0
2025-10-07,305.88025178840394,433.0899963378906,305.05584974566693,128.0341465922237,0.29562942500369666,0,0
2025-10-08,305.05584974566693,438.69000244140625,304.2376769063767,134.45232553502956,0.3064859577076588,0,0
2025-10-09,304.2376769063767,435.5400085449219,303.42137005981635,132.11863848510552,0.303344436545555,0,0
2025-10-10,303.42137005981635,413.489990234375,302.6119126603197,110.87807757405528,0.2681517816458077,0,0
2025-10-13,302.6119126603197,435.8999938964844,301.8138448511679,134.08614904531646,0.3076075956017532,0,0
2025-10-14,301.8138448511679,429.239990234375,301.0248176450284,128.2151725893466,0.2987027665323963,0,0
2025-10-15,301.0248176450284,435.1499938964844,300.2408041906258,134.90918970585858,0.31002916603039515,0,0
2025-10-16,300.2408041906258,428.75,299.46228863106694,129.28771136893306,0.30154568249313835,0,0
2025-10-17,299.46228863106694,439.30999755859375,298.69226308557666,140.6177344730171,0.3200877176810936,0,0
2025-10-20,298.69226308557666,447.42999267578125,297.931197126441,149.49879554934023,0.33412779204918147,0,0
2025-10-21,297.931197126441,442.6000061035156,297.1769913333469,145.42301477016872,0.3285653248187192,0,0
2025-10-22,297.1769913333469,438.9700012207031,296.42863858430246,142.54136263640066,0.32471777624898435,0,0
2025-10-23,296.42863858430246,448.9800109863281,295.687312463602,153.29269852272614,0.3414243279694562,0,0
2025-10-24,295.687312463602,433.7200012207031,294.95402860174215,138.76597261896097,0.3199436784755251,0,0
2025-10-27,294.95402860174215,452.4200134277344,294.2281736054473,158.19183982228708,0.34965703356877526,0,0
2025-10-28,294.2281736054473,460.54998779296875,293.50876853722,167.04121925574873,0.36269943259848453,0,0
2025-10-29,293.50876853722,461.510009765625,292.7959168057664,168.7140929598586,0.36556973714511415,0,0
2025-10-30,292.7959168057664,440.1000061035156,292.09030361815906,148.00970248535657,0.33630924888136293,0,0
2025-10-31,292.09030361815906,456.55999755859375,291.3919968424193,165.16800071617445,0.3617662554744017,0,0
2025-11-03,291.3919968424193,468.3699951171875,290.7004581709888,177.66953694619872,0.3793358643773611,0,0
2025-11-04,290.7004581709888,444.260009765625,290.0154214021792,154.2445883634458,0.34719440186574413,0,0
2025-11-05,290.0154214021792,462.07000732421875,289.3371436736471,172.73286365057163,0.3738240113242643,0,0
2025-11-06,289.3371436736471,445.9100036621094,288.665837347015,157.2441663150944,0.35263655227220914,0,0
2025-11-07,288.665837347015,429.5199890136719,288.00131897343965,141.51867004023222,0.3294809872881786,0,0
2025-11-10,288.00131897343965,445.2300109863281,287.3433207943235,157.8866901920046,0.3546182563979338,0,0
2025-11-11,287.3433207943235,439.6199951171875,286.691839984985,152.9281551322025,0.34786442116091,0,0
2025-11-12,286.691839984985,430.6000061035156,286.0470140160936,144.552992087422,0.3357013238236501,0,0
2025-11-13,286.0470140160936,401.989990234375,285.4088277415848,116.58116249279021,0.2900101130001249,0,0
2025-11-14,285.4088277415848,404.3500061035156,284.7771177811019,119.57288832241375,0.2957163015147884,0,0
2025-11-17,284.7771177811019,408.9200134277344,284.1517887383304,124.76822468940395,0.30511645454460834,0,0
2025-11-18,284.1517887383304,401.25,283.5328743161025,117.7171256838975,0.29337601416547665,0,0
2025-11-19,283.5328743161025,403.989990234375,282.92039673300167,121.06959350137333,0.29968463681769625,0,0
2025-11-20,282.92039673300167,395.2300109863281,282.3142798570342,112.91573112929393,0.2856962477305397,0,0
2025-11-21,282.3142798570342,391.0899963378906,281.7144266480674,109.37556968982324,0.2796685435935463,0,0
2025-11-24,281.7144266480674,417.7799987792969,281.1208062257424,136.65919255355448,0.3271080304295473,0,0
2025-11-25,281.1208062257424,419.3999938964844,280.53342289838906,138.8665709980953,0.33110770867672007,0,0
2025-11-26,280.53342289838906,426.5799865722656,279.95224276131046,146.62774381095517,0.34372860524743676,0,0
2025-11-28,279.95224276131046,430.1700134277344,279.37719450470786,150.79281892302652,0.35054237677205896,0,0
2025-12-01,279.37719450470786,430.1400146484375,278.80822378841697,151.33179086002053,0.35181983936952993,0,0
2025-12-02,278.80822378841697,429.239990234375,278.24530897995623,150.99468125441877,0.3517721663630925,0,0
2025-12-03,278.24530897995623,446.739990234375,277.688425746568,169.051564487807,0.37841153284512724,0,0
2025-12-04,277.688425746568,454.5299987792969,277.1375247722673,177.3924740070296,0.39027671327182273,0,0
2025-12-05,277.1375247722673,455.0,276.5925512081824,178.40744879181761,0.3921042830589398,0,0
2025-12-08,276.5925512081824,439.5799865722656,276.0534670168605,163.52651955540512,0.3720062890727666,0,0
2025-12-09,276.0534670168605,445.1700134277344,275.52024332893575,169.64977009879863,0.38108984204152446,0,0
2025-12-10,275.52024332893575,451.45001220703125,274.99284159510887,176.45717061192238,0.39086757302157427,0,0
2025-12-11,274.99284159510887,446.8900146484375,274.47121354491594,172.41880110352156,0.3858193189641106,0,0
2025-12-12,274.47121354491594,458.9599914550781,273.95531513992603,185.0046763151521,0.40309543262936004,0,0
