date,last_known_close,actual_close,pred_close,abs_error,pct_error,correct_direction,within_tol
2025-11-14,237.5800018310547,234.69000244140625,242.96831931983095,8.278316878424704,0.035273410849665426,0,0
2025-11-17,242.96831931983095,232.8699951171875,244.76727517147148,11.897280054283982,0.05108979389249738,0,0
2025-11-18,244.76727517147148,222.5500030517578,243.28865915877495,20.738656107017135,0.09318650111271401,1,0
2025-11-19,243.28865915877495,222.69000244140625,241.42925720926186,18.739254767855613,0.0841495108105998,1,0
2025-11-20,241.42925720926186,217.13999938964844,241.30871702561282,24.168717635964384,0.1113047697517704,1,0
2025-11-21,241.30871702561282,220.69000244140625,243.30208329198805,22.612080850581805,0.10246083012566629,0,0
2025-11-24,243.30208329198805,226.27999877929688,243.07874596922215,16.79874718992528,0.07423876295098449,1,0
2025-11-25,243.07874596922215,229.6699981689453,242.17101800315427,12.501019834208961,0.054430356310680196,1,0
2025-11-26,242.17101800315427,229.16000366210938,241.96434322401956,12.804339561910183,0.05587510628944594,1,0
2025-11-28,241.96434322401956,233.22000122070312,242.42093803180242,9.200936811099297,0.039451748404684094,0,0
2025-12-01,242.42093803180242,233.8800048828125,242.82267196768484,8.94266708487234,0.038236133479444455,0,0
2025-12-02,242.82267196768484,234.4199981689453,242.4758748236193,8.055876654673995,0.034365142554382944,1,0
2025-12-03,242.4758748236193,232.3800048828125,242.24488461049657,9.86487972768407,0.04245149978656234,1,0
2025-12-04,242.24488461049657,229.11000061035156,242.37714719254646,13.267146582194897,0.05790732201497566,0,0
2025-12-05,242.37714719254646,229.52999877929688,242.55178759673205,13.02178881743518,0.05673240485639613,0,0
2025-12-08,242.55178759673205,226.88999938964844,242.53893689578885,15.648937506140413,0.06897147317306739,1,0
2025-12-09,242.53893689578885,227.9199981689453,242.39398433527214,14.473986166326824,0.06350467831961813,1,0
2025-12-10,242.39398433527214,231.77999877929688,242.3916151396852,10.611616360388325,0.04578314097970467,1,0
2025-12-11,242.3916151396852,230.27999877929688,242.47042604861636,12.190427269319486,0.05293741242808907,0,0
2025-12-12,242.47042604861636,226.19000244140625,242.48990063329356,16.29989819188731,0.07206285872917721,0,0
