Date,Open,High,Low,Close,Volume,ret_1,ret_5,ma_5,ma_20,vol_20,y_next_close
2021-01-13,284.2533264160156,286.8233337402344,277.3333435058594,284.8033447265625,99937500,0.005850950889994211,0.13020190879180804,280.74000244140626,239.44933319091797,0.041129705898265985,281.6666564941406
2021-01-14,281.1300048828125,287.6666564941406,279.5833435058594,281.6666564941406,93798900,-0.011013523157297866,0.03548840820824273,282.67066650390626,242.97849960327147,0.04115396995805018,275.38665771484375
2021-01-15,284.0,286.6333312988281,273.0333251953125,275.38665771484375,116332800,-0.02229585445953386,-0.061203173270537925,279.0799987792969,246.36833267211915,0.041407553252900596,281.51666259765625
2021-01-19,279.26666259765625,283.3333435058594,277.6666564941406,281.51666259765625,76101000,0.022259629183487784,0.04112474913541875,281.3039978027344,249.51249923706055,0.04047464916061734,283.48333740234375
2021-01-20,286.2466735839844,286.5,279.09332275390625,283.48333740234375,76997700,0.00698599786790699,0.001189030140706926,281.3713317871094,252.10333251953125,0.039002852827321716,281.663330078125
2021-01-21,285.0,285.239990234375,280.47332763671875,281.663330078125,61563300,-0.006420156263490129,-0.011025202851645544,280.7433288574219,255.35549926757812,0.035005652524361955,282.21331787109375
2021-01-22,278.10333251953125,282.6666564941406,276.2066650390625,282.21331787109375,60199500,0.0019526425140830028,0.00194080969241206,280.8526611328125,258.7938316345215,0.034488689430727124,293.6000061035156
2021-01-25,285.0,300.1333312988281,279.6066589355469,293.6000061035156,123520200,0.040347806114603646,0.06613736678387427,284.4953308105469,262.70749893188474,0.03492702463952453,294.36334228515625
2021-01-26,297.1266784667969,298.6333312988281,290.5333251953125,294.36334228515625,69394800,0.0025999188207492807,0.04563381637505581,287.0646667480469,266.396166229248,0.0349971852586651,288.0533447265625
2021-01-27,290.1166687011719,297.1666564941406,286.2200012207031,288.0533447265625,82002000,-0.02143608477064074,0.016120902787780444,287.9786682128906,269.7373336791992,0.03585656296072673,278.4766540527344
2021-01-28,273.3333435058594,282.6666564941406,267.0,278.4766540527344,79134000,-0.033246240146660666,-0.011313776715295987,287.3413330078125,272.5613327026367,0.03732792944633661,264.510009765625
2021-01-29,276.6666564941406,280.8033447265625,260.0333251953125,264.510009765625,104972400,-0.05015373491403896,-0.06273023625892482,283.80067138671876,274.2071662902832,0.03902532858670002,279.9366760253906
2021-02-01,271.42999267578125,280.6666564941406,265.1866760253906,279.9366760253906,76174200,0.058321672867634566,-0.04653722681908823,281.06800537109376,276.4428337097168,0.04063393559633127,290.92999267578125
2021-02-02,281.55999755859375,293.5,280.73333740234375,290.92999267578125,73038600,0.039270726531715816,-0.011663645285183044,280.38133544921874,278.82649993896484,0.04081297445249124,284.89666748046875
2021-02-03,292.3399963378906,292.6933288574219,284.35333251953125,284.89666748046875,55030500,-0.020738065332563282,-0.01095865506817928,279.75,280.8194999694824,0.04138012884859909,283.3299865722656
2021-02-04,285.0,285.5,277.8066711425781,283.3299865722656,47438100,-0.005499119810906672,0.01742814863974984,280.7206665039063,282.3863327026367,0.041210831300004414,284.07666015625
2021-02-05,281.6666564941406,288.25665283203125,279.65667724609375,284.07666015625,55699800,0.0026353496607176563,0.07397319446610906,284.6339965820313,282.9894989013672,0.037482989563975555,287.8066711425781
2021-02-08,289.8900146484375,292.5899963378906,284.9166564941406,287.8066711425781,60485100,0.0131302972383458,0.02811348348107723,286.20799560546874,282.71283264160155,0.03314829260622873,283.1533203125
2021-02-09,285.0400085449219,286.6000061035156,280.5833435058594,283.1533203125,45473100,-0.016168321643152184,-0.02673039067494065,284.6526611328125,283.3506652832031,0.027986513391011308,268.2733459472656
2021-02-10,281.21331787109375,281.6066589355469,266.67333984375,268.2733459472656,108648300,-0.052550944303998315,-0.05834859944208626,281.3279968261719,282.606999206543,0.028522008828176598,270.5533447265625
2021-02-11,270.8133239746094,276.6266784667969,267.24334716796875,270.5533447265625,64868400,0.008498789811735685,-0.04509456270504686,278.7726684570313,281.89449920654295,0.02856798383331439,272.0400085449219
2021-02-12,267.086669921875,272.4433288574219,261.77667236328125,272.0400085449219,71304900,0.005494900903412869,-0.04237113884930788,276.36533813476564,281.41316680908204,0.02853767363211508,265.40667724609375
2021-02-16,272.6666564941406,273.6666564941406,264.14666748046875,265.40667724609375,59406900,-0.024383660823671716,-0.07783000236776139,271.8853393554688,280.9141677856445,0.028622017677497072,266.04998779296875
2021-02-17,259.6966552734375,266.61334228515625,254.00332641601562,266.04998779296875,77989500,0.0024238672272682837,-0.06040307950708568,268.4646728515625,280.14083404541014,0.028095860256670744,262.4599914550781
2021-02-18,260.29998779296875,264.89666748046875,258.75665283203125,262.4599914550781,53871300,-0.013493691045324274,-0.02166951946590412,267.302001953125,279.08966674804685,0.0281071806828019,260.4333190917969
2021-02-19,265.0,265.5966796875,259.1233215332031,260.4333190917969,56874900,-0.007721833533733569,-0.03740491785453082,265.2779968261719,278.02816619873045,0.028115875485959965,238.1666717529297
2021-02-22,254.2133331298828,256.1666564941406,236.73333740234375,238.1666717529297,111809100,-0.08549845855559934,-0.12451601135131818,258.5033294677734,275.8258338928223,0.03350170355680812,232.94667053222656
2021-02-23,220.7100067138672,237.8699951171875,206.3333282470703,232.94667053222656,199820700,-0.021917429429917368,-0.12230290153464829,252.011328125,272.7931671142578,0.031621669363919816,247.33999633789062
2021-02-24,237.28334045410156,248.3333282470703,231.38999938964844,247.33999633789062,110301000,0.06178807266392261,-0.07032509796481412,248.2693298339844,270.4419998168945,0.03549589348899163,227.4066619873047
2021-02-25,242.0500030517578,245.73666381835938,223.52667236328125,227.4066619873047,117071700,-0.08059082496045267,-0.1335568490779787,241.2586639404297,267.40966567993166,0.038964077697314574,225.1666717529297
2021-02-26,233.3333282470703,235.56666564941406,219.836669921875,225.1666717529297,123267600,-0.009850152211020369,-0.13541526660970937,234.20533447265626,264.7441665649414,0.038611273542843,239.47666931152344
2021-03-01,230.0366668701172,239.6666717529297,228.35000610351562,239.47666931152344,81408600,0.06355291148192554,0.005500339526735898,234.467333984375,263.4924995422363,0.04068036112678511,228.81333923339844
2021-03-02,239.42666625976562,240.3699951171875,228.3333282470703,228.81333923339844,71196600,-0.044527636486599076,-0.017743680514447635,233.6406677246094,260.9363327026367,0.03882392438938348,217.73333740234375
2021-03-03,229.3300018310547,233.56666564941406,217.23666381835938,217.73333740234375,90624000,-0.048423758283395624,-0.11970024813577373,227.7193359375,257.27649993896483,0.03799197167660434,207.14666748046875
2021-03-04,218.60000610351562,222.81666564941406,200.0,207.14666748046875,197758500,-0.04862218183112754,-0.0890914730895922,223.6673370361328,253.38899993896484,0.03876786753422902,199.31666564941406
2021-03-05,208.68666076660156,209.27999877929688,179.8300018310547,199.31666564941406,268189500,-0.037799313531283074,-0.11480387351410626,218.4973358154297,249.18833389282227,0.03901943670355883,187.6666717529297
2021-03-08,200.18333435058594,206.7100067138672,186.26333618164062,187.6666717529297,155361000,-0.05844967282854319,-0.21634674353682726,208.13533630371094,244.36783447265626,0.039808935850132426,224.52667236328125
2021-03-09,202.72666931152344,226.02999877929688,198.40333557128906,224.52667236328125,202569900,0.1964120760817838,-0.01873433989678641,207.2780029296875,241.2038345336914,0.062440537301157666,222.68666076660156
2021-03-10,233.43333435058594,239.28334045410156,218.35333251953125,222.68666076660156,181817100,-0.00819506910832657,0.022749494511741686,208.26866760253907,238.18050155639648,0.06242850832863534,233.1999969482422
2021-03-11,233.13333129882812,234.1666717529297,225.72666931152344,233.1999969482422,108761700,0.04721134236531421,0.12577238043296024,213.47933349609374,236.4268341064453,0.06285004375719264,231.2433319091797
2021-03-12,223.3333282470703,231.6266632080078,222.04666137695312,231.2433319091797,100751400,-0.008390501992574073,0.16018061588448762,219.8646667480469,234.46133346557616,0.06276964450105811,235.97999572753906
2021-03-15,231.3633270263672,237.72666931152344,228.01333618164062,235.97999572753906,88006800,0.020483461206222797,0.2574422166884043,229.52733154296874,232.65833282470703,0.06300376583033768,225.6266632080078
2021-03-16,234.4499969482422,235.97332763671875,223.6666717529297,225.6266632080078,96587100,-0.04387377195940434,0.004899154444095499,229.74732971191406,230.66933212280273,0.06346353570791344,233.93666076660156
2021-03-17,218.9566650390625,234.57666015625,217.00332641601562,233.93666076660156,121117500,0.03683074261011732,0.05051941576236185,231.99732971191406,229.06366577148438,0.06417409300135339,217.72000122070312
2021-03-18,228.09666442871094,229.7433319091797,217.3333282470703,217.72000122070312,99674400,-0.06932072763951169,-0.06638077156997046,228.90133056640624,226.82666625976563,0.06577752461132415,218.2899932861328
2021-03-19,215.53334045410156,219.07666015625,208.2066650390625,218.2899932861328,128682000,0.0026180050626212203,-0.056016052511015824,226.31066284179687,224.71949996948243,0.06581503140089286,223.3333282470703
2021-03-22,228.19667053222656,233.2066650390625,222.9166717529297,223.3333282470703,118536600,0.023103830299388672,-0.053592116744804574,223.7813293457031,223.97783279418945,0.06341921123654405,220.72000122070312
2021-03-23,225.2566680908203,225.93333435058594,219.1699981689453,220.72000122070312,91475700,-0.01170146456365928,-0.021746818029131476,222.79999694824218,223.3664993286133,0.06328624504908192,210.08999633789062
2021-03-24,222.6366729736328,222.67333984375,210.0366668701172,210.08999633789062,101385600,-0.04816058727810224,-0.10193641454300628,218.0306640625,221.50399932861328,0.062323421473587846,213.4633331298828
2021-03-25,204.3333282470703,215.1666717529297,203.1666717529297,213.4633331298828,117674700,0.016056627401557888,-0.019551111826907053,217.17933044433593,220.80683288574218,0.05996928568390155,206.23666381835938
2021-03-26,213.9566650390625,214.60667419433594,199.9633331298828,206.23666381835938,101558400,-0.03385438241576755,-0.055217049972483334,214.76866455078124,219.86033248901367,0.06038287910369595,203.76333618164062
