date,last_known_close,actual_close,pred_close,abs_error,pct_error,correct_direction,within_tol
2025-11-14,401.989990234375,404.3500061035156,414.7116830117661,10.361676908250502,0.02562551441039885,1,0
2025-11-17,414.7116830117661,408.9200134277344,424.05763381868957,15.137620390955192,0.037018536373569694,0,0
2025-11-18,424.05763381868957,401.25,418.17524308855866,16.92524308855866,0.04218129118643903,1,0
2025-11-19,418.17524308855866,403.989990234375,411.05547102068283,7.06548078630783,0.01748924715240788,1,1
2025-11-20,411.05547102068283,395.2300109863281,407.19198668396456,11.961975697636433,0.03026585877875105,1,0
2025-11-21,407.19198668396456,391.0899963378906,413.2145518887026,22.124555550811976,0.05657152000302506,0,0
2025-11-24,413.2145518887026,417.7799987792969,413.5171029835073,4.262895795789575,0.01020368569162058,1,1
2025-11-25,413.5171029835073,419.3999938964844,408.7653357100347,10.634658186449656,0.02535683915406657,0,0
2025-11-26,408.7653357100347,426.5799865722656,406.15772051448823,20.422266057777392,0.0478744120695351,0,0
2025-11-28,406.15772051448823,430.1700134277344,406.3869873297943,23.78302609794008,0.055287503441788524,1,0
2025-12-01,406.3869873297943,430.1400146484375,407.5164352328544,22.623579415583094,0.05259584936331446,1,0
2025-12-02,407.5164352328544,429.239990234375,405.67915496138136,23.560835272993643,0.054889655691513925,0,0
2025-12-03,405.67915496138136,446.739990234375,403.19748292050315,43.54250731387185,0.09746722537874429,0,0
2025-12-04,403.19748292050315,454.5299987792969,402.38538441904126,52.144614360255616,0.11472205245043712,0,0
2025-12-05,402.38538441904126,455.0,402.29551897542245,52.70448102457755,0.11583402422984077,0,0
2025-12-08,402.29551897542245,439.5799865722656,401.57407001525894,38.005916557006685,0.0864596153554835,0,0
2025-12-09,401.57407001525894,445.1700134277344,399.9433187134929,45.22669471424149,0.10159420749390448,0,0
2025-12-10,399.9433187134929,451.45001220703125,398.6807500787713,52.769262128259925,0.11688838343426686,0,0
2025-12-11,398.6807500787713,446.8900146484375,398.0850077278064,48.805006920631115,0.109210332119471,0,0
2025-12-12,398.0850077278064,458.9599914550781,397.4054750967022,61.554516358375906,0.13411739041397622,0,0
